,time,oxygen,pressure,temperature,salinity
1859.9880038015092,30-07-2019 03:56:49,41.84,1780.01,3.97,34.93
1861.0202239835035,30-07-2019 03:56:50,41.86,1781.16,3.97,34.93
1862.0763960965076,30-07-2019 03:56:51,41.86,1782.09,3.97,34.93
1863.160781611689,30-07-2019 03:56:52,41.88,1783.16,3.97,34.94
1864.2741525650779,30-07-2019 03:56:52,41.9,1784.08,3.97,34.94
1865.4105230976484,30-07-2019 03:56:53,41.92,1785.01,3.97,34.93
1866.5553034653228,30-07-2019 03:56:56,41.97,1785.07,3.97,34.93
1867.689962410196,30-07-2019 03:56:57,41.97,1786.03,3.97,34.94
1868.8012607788044,30-07-2019 03:56:58,41.99,1787.02,3.97,34.93
1869.885953848747,30-07-2019 03:56:59,42.01,1788.02,3.97,34.94
1870.9489724057084,30-07-2019 03:57:00,42.03,1789.02,3.97,34.94
1872.0000622528373,30-07-2019 03:57:01,42.05,1790.04,3.97,34.94
1873.051166580715,30-07-2019 03:57:02,42.07,1791.05,3.97,34.93
1874.1142259005364,30-07-2019 03:57:03,42.07,1792.08,3.97,34.94
1875.1989774706194,30-07-2019 03:57:04,42.09,1793.08,3.97,34.94
1876.3103362594463,30-07-2019 03:57:04,42.11,1794.07,3.97,34.94
1877.445032504428,30-07-2019 03:57:05,42.12,1795.02,3.97,34.94
1878.5897909420878,30-07-2019 03:57:09,42.17,1795.04,3.97,34.94
1879.726032392663,30-07-2019 03:57:10,42.18,1796.07,3.97,34.94
1880.8391091477517,30-07-2019 03:57:11,42.19,1797.19,3.97,34.94
1881.9229734358744,30-07-2019 03:57:11,42.21,1798.2,3.97,34.94
1882.9783439691698,30-07-2019 03:57:12,42.21,1799.02,3.97,34.94
1884.0094586079404,30-07-2019 03:57:12,42.23,1800.15,3.97,34.94
1885.0218577910098,30-07-2019 03:57:13,42.24,1801.16,3.96,34.95
1886.0210780676584,30-07-2019 03:57:14,42.24,1802.08,3.96,34.94
1887.0120672995697,30-07-2019 03:57:17,42.27,1803.07,3.96,34.94
1887.9991193387925,30-07-2019 03:57:18,42.28,1804.12,3.96,34.94
1888.9861386707405,30-07-2019 03:57:19,42.3,1805.03,3.95,34.94
1889.977064366222,30-07-2019 03:57:21,42.31,1806.03,3.96,34.94
1890.9762946278015,30-07-2019 03:57:23,42.31,1807.11,3.96,34.94
1891.9889518708378,30-07-2019 03:57:23,42.33,1808.04,3.95,34.94
1893.0208136514125,30-07-2019 03:57:24,42.33,1809.01,3.95,34.94
1894.0777132723495,30-07-2019 03:57:25,42.33,1810.03,3.95,34.95
1895.1641988624267,30-07-2019 03:57:25,42.35,1811.07,3.95,34.94
1896.2812518697021,30-07-2019 03:57:26,42.36,1812.06,3.95,34.94
1897.4229335938348,30-07-2019 03:57:27,42.38,1813.09,3.95,34.94
1898.5743963213176,30-07-2019 03:57:30,42.41,1813.06,3.95,34.94
1899.716345891,30-07-2019 03:57:31,42.41,1814.11,3.95,34.94
1900.8340323738994,30-07-2019 03:57:32,42.44,1815.14,3.94,34.95
1901.9217004265493,30-07-2019 03:57:33,42.45,1816.18,3.94,34.95
1902.9805724671155,30-07-2019 03:57:34,42.45,1817.0,3.94,34.95
1904.0154449711372,30-07-2019 03:57:35,42.46,1818.02,3.94,34.95
1905.032326128397,30-07-2019 03:57:35,42.47,1819.08,3.94,34.95
1906.0369754688916,30-07-2019 03:57:36,42.48,1820.11,3.94,34.95
1907.0341419586898,30-07-2019 03:57:38,42.49,1821.01,3.94,34.95
1908.0272931886727,30-07-2019 03:57:40,42.52,1822.02,3.94,34.95
1909.0186577752481,30-07-2019 03:57:41,42.53,1823.06,3.93,34.95
1910.0094464588474,30-07-2019 03:57:42,42.54,1824.09,3.93,34.95
1911.0001617110947,30-07-2019 03:57:43,42.54,1825.09,3.94,34.95
1911.9909432005923,30-07-2019 03:57:44,42.55,1826.02,3.93,34.95
1912.9819230840676,30-07-2019 03:57:45,42.55,1827.05,3.94,34.95
1913.9735788884852,30-07-2019 03:57:47,42.56,1828.09,3.93,34.95
1914.9670720857937,30-07-2019 03:57:48,42.58,1829.11,3.93,34.95
1915.9645474216695,30-07-2019 03:57:49,42.59,1830.1,3.93,34.95
1916.969342445952,30-07-2019 03:57:51,42.6,1831.04,3.93,34.95
1917.9860205123953,30-07-2019 03:57:52,42.6,1832.04,3.93,34.94
1919.0200979286521,30-07-2019 03:57:53,42.61,1833.07,3.92,34.95
1920.0772945713757,30-07-2019 03:57:53,42.61,1834.12,3.92,34.94
1921.1621097257892,30-07-2019 03:57:54,42.62,1835.17,3.92,34.95
1922.2755300686194,30-07-2019 03:57:55,42.64,1836.15,3.92,34.94
1923.411740505108,30-07-2019 03:57:56,42.64,1837.04,3.92,34.95
1924.5562729827504,30-07-2019 03:57:59,42.66,1837.09,3.92,34.94
1925.6906726892237,30-07-2019 03:58:00,42.66,1838.15,3.92,34.95
1926.8017397546084,30-07-2019 03:58:00,42.68,1839.1,3.92,34.95
1927.8862408159196,30-07-2019 03:58:01,42.69,1840.17,3.92,34.95
1928.9490987932945,30-07-2019 03:58:02,42.69,1841.07,3.92,34.95
1930.000039954109,30-07-2019 03:58:03,42.69,1842.08,3.92,34.95
1931.0509828508796,30-07-2019 03:58:04,42.7,1843.07,3.92,34.95
1932.113844462183,30-07-2019 03:58:05,42.7,1844.03,3.91,34.96
1933.1983462969833,30-07-2019 03:58:05,42.71,1845.14,3.92,34.95
1934.3094032841593,30-07-2019 03:58:06,42.73,1846.01,3.91,34.95
1935.443770960853,30-07-2019 03:58:08,42.77,1847.0,3.92,34.95
1936.588235851217,30-07-2019 03:58:11,42.77,1847.01,3.91,34.95
1937.7243285281847,30-07-2019 03:58:12,42.78,1848.16,3.91,34.95
1938.8375682033402,30-07-2019 03:58:13,42.8,1849.14,3.91,34.95
1939.9221337107158,30-07-2019 03:58:13,42.77,1850.19,3.91,34.95
1940.979019403414,30-07-2019 03:58:14,42.8,1851.06,3.91,34.95
1942.0127554680498,30-07-2019 03:58:14,42.8,1852.09,3.91,34.96
1943.0291273009861,30-07-2019 03:58:15,42.81,1853.18,3.91,34.96
1944.033763246001,30-07-2019 03:58:16,42.81,1854.07,3.91,34.95
1945.0313948567193,30-07-2019 03:58:17,42.82,1855.06,3.91,34.95
1946.0255869375098,30-07-2019 03:58:19,42.83,1856.05,3.91,34.95
1947.0187601368625,30-07-2019 03:58:21,42.83,1857.07,3.91,34.95
1948.0123682127319,30-07-2019 03:58:22,42.83,1858.05,3.91,34.96
1949.0071332217415,30-07-2019 03:58:24,42.84,1859.1,3.91,34.95
1950.00327804702,30-07-2019 03:58:25,42.83,1860.02,3.91,34.95
1951.0007239423003,30-07-2019 03:58:26,42.85,1861.05,3.91,34.95
1951.9992406905035,30-07-2019 03:58:26,42.86,1862.07,3.91,34.95
1952.9985495182002,30-07-2019 03:58:27,42.87,1863.0,3.9,34.96
1953.9983856582262,30-07-2019 03:58:28,42.87,1864.03,3.91,34.95
1954.9985301027875,30-07-2019 03:58:29,42.88,1865.07,3.91,34.95
1955.998820143307,30-07-2019 03:58:30,42.88,1866.08,3.91,34.95
1956.9991469379088,30-07-2019 03:58:31,42.89,1867.11,3.9,34.95
1957.9994464268452,30-07-2019 03:58:32,42.9,1868.04,3.9,34.96
1958.999687967518,30-07-2019 03:58:34,42.91,1869.05,3.9,34.96
1959.999863378082,30-07-2019 03:58:36,42.93,1870.01,3.9,34.95
1960.9999777823077,30-07-2019 03:58:38,42.92,1871.09,3.9,34.96
1962.0000427476577,30-07-2019 03:58:39,42.93,1872.05,3.9,34.96
1963.0000716513075,30-07-2019 03:58:39,42.93,1873.17,3.9,34.96
1964.0000769174487,30-07-2019 03:58:40,42.95,1874.01,3.89,34.96
1965.0000686633628,30-07-2019 03:58:41,42.95,1875.16,3.89,34.96
1966.0000543013377,30-07-2019 03:58:42,42.96,1876.0,3.89,34.96
1967.0000387140183,30-07-2019 03:58:43,42.97,1877.04,3.89,34.95
1968.0000247140235,30-07-2019 03:58:44,42.97,1878.1,3.89,34.96
1969.0000135907098,30-07-2019 03:58:45,42.98,1879.01,3.89,34.96
1970.0000056250997,30-07-2019 03:58:48,42.99,1880.11,3.88,34.96
1971.000000513337,30-07-2019 03:58:49,42.98,1881.05,3.88,34.96
1971.9999976796664,30-07-2019 03:58:50,42.98,1882.07,3.88,34.96
1972.9999964846238,30-07-2019 03:58:51,42.99,1883.13,3.88,34.96
1973.9999963466175,30-07-2019 03:58:51,42.99,1884.05,3.88,34.96
1974.9999967992187,30-07-2019 03:58:52,43.0,1885.08,3.88,34.96
1975.9999975054711,30-07-2019 03:58:54,43.0,1886.06,3.88,34.95
1976.9999982469394,30-07-2019 03:58:55,42.99,1887.02,3.88,34.96
1977.9999989006883,30-07-2019 03:58:55,42.99,1888.14,3.88,34.96
1978.999999413065,30-07-2019 03:58:56,43.0,1889.03,3.88,34.96
1979.999999775527,30-07-2019 03:58:57,43.02,1890.02,3.88,34.95
1981.0000000050507,30-07-2019 03:59:02,43.03,1891.07,3.87,34.96
1982.000000129831,30-07-2019 03:59:02,43.04,1892.12,3.87,34.96
1983.0000001798871,30-07-2019 03:59:03,43.07,1893.17,3.87,34.96
1984.0000001816727,30-07-2019 03:59:03,43.07,1894.05,3.87,34.96
1985.0000001556366,30-07-2019 03:59:04,43.06,1895.14,3.87,34.96
1986.000000115759,30-07-2019 03:59:05,43.08,1896.12,3.87,34.96
1987.0000000702858,30-07-2019 03:59:05,43.09,1897.12,3.87,34.96
1988.0000000231084,30-07-2019 03:59:06,43.09,1898.03,3.87,34.96
1988.9999999754405,30-07-2019 03:59:09,43.09,1899.11,3.87,34.96
1989.9999999276135,30-07-2019 03:59:09,43.09,1900.02,3.87,34.96
1990.9999998809096,30-07-2019 03:59:10,43.09,1901.16,3.87,34.96
1991.9999998393798,30-07-2019 03:59:11,43.1,1902.07,3.86,34.96
1992.9999998115663,30-07-2019 03:59:15,43.09,1903.01,3.86,34.96
1993.9999998119401,30-07-2019 03:59:16,43.1,1904.02,3.86,34.96
1994.999999861694,30-07-2019 03:59:16,43.11,1905.16,3.86,34.96
1995.9999999883203,30-07-2019 03:59:17,43.1,1906.17,3.86,34.96
1997.0000002231607,30-07-2019 03:59:17,43.1,1907.1,3.86,34.96
1998.0000005959214,30-07-2019 03:59:18,43.13,1908.14,3.86,34.96
1999.0000011250459,30-07-2019 03:59:19,43.13,1909.05,3.86,34.96
2000.0000018029862,30-07-2019 03:59:21,43.13,1910.07,3.86,34.96
2001.000002575948,30-07-2019 03:59:22,43.12,1911.06,3.86,34.96
2002.000003318789,30-07-2019 03:59:23,43.14,1912.04,3.86,34.96
2003.0000038076284,30-07-2019 03:59:24,43.15,1913.01,3.85,34.96
2004.0000036955232,30-07-2019 03:59:28,43.14,1914.12,3.86,34.96
2005.0000025003078,30-07-2019 03:59:29,43.14,1915.01,3.85,34.96
2005.9999996182116,30-07-2019 03:59:30,43.16,1916.16,3.85,34.96
2006.9999943815824,30-07-2019 03:59:30,43.16,1917.05,3.85,34.96
2007.9999861828785,30-07-2019 03:59:31,43.18,1918.2,3.85,34.96
2008.9999746882856,30-07-2019 03:59:31,43.17,1919.01,3.85,34.96
2009.9999601602615,30-07-2019 03:59:32,43.18,1920.11,3.85,34.96
2010.9999438956643,30-07-2019 03:59:33,43.18,1921.02,3.85,34.96
2011.9999287608948,30-07-2019 03:59:36,43.18,1922.01,3.85,34.96
2012.9999197637371,30-07-2019 03:59:37,43.18,1923.09,3.84,34.96
2013.9999245403562,30-07-2019 03:59:38,43.19,1924.07,3.84,34.97
2014.9999535549837,30-07-2019 03:59:39,43.19,1925.04,3.85,34.96
2016.000019714019,30-07-2019 03:59:40,43.2,1926.07,3.85,34.96
2017.0001369985284,30-07-2019 03:59:41,43.2,1927.08,3.84,34.96
2018.0003176438836,30-07-2019 03:59:42,43.21,1928.1,3.84,34.96
2019.0005673818519,30-07-2019 03:59:44,43.21,1929.08,3.84,34.96
2020.0008783651203,30-07-2019 03:59:45,43.21,1930.08,3.84,34.97
2021.0012196896532,30-07-2019 03:59:46,43.21,1931.08,3.84,34.96
2022.001526000158,30-07-2019 03:59:47,43.21,1932.02,3.84,34.96
2023.001685589866,30-07-2019 03:59:48,43.22,1933.14,3.84,34.96
2024.0015307438803,30-07-2019 03:59:49,43.22,1934.07,3.84,34.96
2025.000834819236,30-07-2019 03:59:50,43.22,1935.11,3.83,34.97
2025.999322584392,30-07-2019 03:59:51,43.22,1936.03,3.84,34.96
2026.996702357302,30-07-2019 03:59:52,43.22,1937.07,3.83,34.97
2027.9927299343553,30-07-2019 03:59:54,43.22,1938.07,3.83,34.97
2028.9873143238922,30-07-2019 03:59:56,43.22,1939.03,3.83,34.96
2029.9806726614913,30-07-2019 03:59:57,43.21,1940.05,3.82,34.97
2030.9735348288518,30-07-2019 03:59:58,43.2,1941.07,3.82,34.96
2031.9673854597113,30-07-2019 03:59:59,43.2,1942.17,3.82,34.96
2032.9647105260078,30-07-2019 04:00:00,43.21,1943.04,3.82,34.96
2033.9691865088917,30-07-2019 04:00:00,43.21,1944.03,3.82,34.97
2034.985712658352,30-07-2019 04:00:01,43.21,1945.03,3.82,34.96
2036.0201439687694,30-07-2019 04:00:02,43.2,1946.11,3.82,34.96
2037.078541122123,30-07-2019 04:00:03,43.2,1947.17,3.82,34.97
2038.1657261127195,30-07-2019 04:00:04,43.21,1948.03,3.82,34.96
2039.2829377219132,30-07-2019 04:00:05,43.21,1949.07,3.82,34.96
2040.4244461233834,30-07-2019 04:00:06,43.22,1950.03,3.82,34.96
2041.5755538766118,30-07-2019 04:00:10,43.21,1950.03,3.82,34.96
2042.7170622780823,30-07-2019 04:00:10,43.23,1951.06,3.82,34.97
2043.834273887276,30-07-2019 04:00:11,43.23,1952.03,3.82,34.96
2044.9214588778727,30-07-2019 04:00:12,43.24,1953.03,3.82,34.96
2045.9798560312265,30-07-2019 04:00:12,43.25,1954.05,3.82,34.96
2047.014287341644,30-07-2019 04:00:13,43.24,1955.08,3.81,34.96
2048.030813491104,30-07-2019 04:00:14,43.24,1956.21,3.81,34.96
2049.0352894739867,30-07-2019 04:00:14,43.25,1957.07,3.81,34.97
2050.0326145402823,30-07-2019 04:00:15,43.25,1958.11,3.81,34.96
2051.026465171142,30-07-2019 04:00:17,43.25,1959.1,3.81,34.97
2052.019327338503,30-07-2019 04:00:18,43.24,1960.13,3.81,34.96
2053.0126856761026,30-07-2019 04:00:19,43.25,1961.1,3.81,34.96
2054.007270065639,30-07-2019 04:00:22,43.25,1962.12,3.8,34.96
2055.0032976426924,30-07-2019 04:00:23,43.25,1963.08,3.8,34.96
2056.0006774156022,30-07-2019 04:00:24,43.25,1964.11,3.8,34.96
2056.999165180759,30-07-2019 04:00:25,43.26,1965.05,3.8,34.96
2057.998469256115,30-07-2019 04:00:25,43.26,1966.01,3.8,34.96
2058.9983144101298,30-07-2019 04:00:26,43.26,1967.06,3.8,34.96
2059.9984739998376,30-07-2019 04:00:27,43.26,1968.09,3.8,34.97
2060.9987803103427,30-07-2019 04:00:28,43.27,1969.08,3.8,34.97
2061.999121634875,30-07-2019 04:00:28,43.27,1970.03,3.8,34.96
2062.9994326181422,30-07-2019 04:00:29,43.27,1971.14,3.8,34.97
2063.999682356108,30-07-2019 04:00:30,43.27,1972.09,3.8,34.96
2064.99986300146,30-07-2019 04:00:31,43.28,1973.09,3.8,34.96
2065.999980285966,30-07-2019 04:00:32,43.29,1974.07,3.8,34.96
2067.0000464449977,30-07-2019 04:00:33,43.3,1975.03,3.79,34.97
2068.000075459622,30-07-2019 04:00:36,43.3,1976.03,3.79,34.96
2069.00008023624,30-07-2019 04:00:37,43.28,1977.01,3.79,34.97
2070.000071239085,30-07-2019 04:00:38,43.28,1978.07,3.79,34.97
2071.0000561043253,30-07-2019 04:00:39,43.27,1979.05,3.79,34.96
2072.000039839748,30-07-2019 04:00:40,43.27,1980.18,3.79,34.97
2073.000025311757,30-07-2019 04:00:40,43.28,1981.19,3.79,34.97
2074.000013817213,30-07-2019 04:00:41,43.27,1982.03,3.79,34.97
2075.0000056185754,30-07-2019 04:00:41,43.28,1983.16,3.79,34.97
2076.000000382025,30-07-2019 04:00:42,43.31,1984.27,3.79,34.97
2076.99999750001,30-07-2019 04:00:42,43.3,1985.03,3.79,34.97
2077.9999963048585,30-07-2019 04:00:43,43.3,1986.02,3.79,34.96
2078.9999961927692,30-07-2019 04:00:47,43.31,1987.07,3.79,34.97
2079.9999966815317,30-07-2019 04:00:48,43.3,1988.09,3.79,34.97
2080.9999974241437,30-07-2019 04:00:48,43.31,1989.07,3.79,34.96
2081.999998196656,30-07-2019 04:00:49,43.32,1990.11,3.78,34.97
2082.9999988738596,30-07-2019 04:00:50,43.32,1991.11,3.79,34.97
2083.99999940191,30-07-2019 04:00:51,43.32,1992.15,3.78,34.97
2084.9999997732593,30-07-2019 04:00:52,43.32,1993.14,3.78,34.97
2086.0000000064406,30-07-2019 04:00:53,43.32,1994.15,3.78,34.97
2087.000000131392,30-07-2019 04:00:53,43.33,1995.03,3.78,34.97
2088.0000001798894,30-07-2019 04:00:54,43.33,1996.11,3.78,34.97
2089.0000001801177,30-07-2019 04:00:55,43.32,1997.09,3.78,34.97
2090.0000001542553,30-07-2019 04:00:56,43.32,1998.12,3.78,34.97
2091.0000001180388,30-07-2019 04:00:57,43.34,1999.18,3.78,34.96
2092.000000081458,30-07-2019 04:00:57,43.34,2000.12,3.78,34.96
2093.0000000499576,30-07-2019 04:01:01,43.33,2001.15,3.78,34.97
2094.0000000257446,30-07-2019 04:01:02,43.33,2002.16,3.78,34.96
2095.000000008959,30-07-2019 04:01:03,43.33,2003.11,3.78,34.97
2095.9999999986044,30-07-2019 04:01:03,43.34,2004.04,3.78,34.97
2096.9999999932156,30-07-2019 04:01:04,43.35,2005.0,3.78,34.97
2097.999999991285,30-07-2019 04:01:04,43.34,2006.15,3.77,34.97
2098.9999999915,30-07-2019 04:01:05,43.34,2007.06,3.77,34.97
2099.999999992842,30-07-2019 04:01:06,43.34,2008.05,3.77,34.97
2100.9999999945985,30-07-2019 04:01:07,43.34,2009.02,3.77,34.97
2101.9999999963256,30-07-2019 04:01:09,43.34,2010.07,3.77,34.97
2102.999999997788,30-07-2019 04:01:10,43.34,2011.03,3.77,34.97
2103.999999998897,30-07-2019 04:01:11,43.34,2012.14,3.77,34.96
2104.999999999654,30-07-2019 04:01:11,43.34,2013.1,3.76,34.97
2106.0000000001123,30-07-2019 04:01:12,43.35,2014.12,3.77,34.97
2107.000000000343,30-07-2019 04:01:14,43.35,2015.02,3.76,34.97
2108.0000000004175,30-07-2019 04:01:15,43.35,2016.06,3.76,34.96
2109.0000000003974,30-07-2019 04:01:16,43.34,2017.04,3.76,34.97
2110.000000000329,30-07-2019 04:01:17,43.34,2018.23,3.75,34.97
2111.0000000002437,30-07-2019 04:01:17,43.34,2019.06,3.76,34.97
2112.0000000001623,30-07-2019 04:01:18,43.37,2020.04,3.75,34.97
2113.0000000000946,30-07-2019 04:01:19,43.37,2021.13,3.75,34.97
2114.000000000044,30-07-2019 04:01:20,43.37,2022.01,3.75,34.97
2115.00000000001,30-07-2019 04:01:22,43.37,2023.14,3.75,34.97
2115.9999999999895,30-07-2019 04:01:23,43.38,2024.05,3.75,34.97
2116.9999999999795,30-07-2019 04:01:24,43.39,2025.01,3.75,34.97
2117.9999999999764,30-07-2019 04:01:25,43.39,2026.03,3.75,34.97
2118.9999999999777,30-07-2019 04:01:25,43.4,2027.01,3.75,34.97
2119.9999999999814,30-07-2019 04:01:26,43.42,2028.08,3.75,34.97
2120.9999999999854,30-07-2019 04:01:28,43.42,2029.02,3.74,34.97
2121.9999999999895,30-07-2019 04:01:29,43.42,2030.12,3.74,34.97
2122.999999999993,30-07-2019 04:01:30,43.42,2031.13,3.74,34.97
2123.999999999996,30-07-2019 04:01:31,43.43,2032.06,3.74,34.97
2124.9999999999977,30-07-2019 04:01:32,43.43,2033.14,3.74,34.97
2125.9999999999986,30-07-2019 04:01:33,43.44,2034.06,3.74,34.97
2126.999999999999,30-07-2019 04:01:34,43.44,2035.02,3.74,34.97
2127.999999999999,30-07-2019 04:01:35,43.42,2036.14,3.74,34.97
2128.999999999999,30-07-2019 04:01:36,43.43,2037.16,3.74,34.97
2129.9999999999986,30-07-2019 04:01:37,43.44,2038.07,3.73,34.97
2130.9999999999986,30-07-2019 04:01:37,43.45,2039.14,3.73,34.97
2131.9999999999986,30-07-2019 04:01:38,43.46,2040.07,3.73,34.97
2132.9999999999986,30-07-2019 04:01:41,43.45,2041.04,3.73,34.97
2133.999999999998,30-07-2019 04:01:42,43.44,2042.16,3.73,34.97
2134.999999999998,30-07-2019 04:01:42,43.43,2043.15,3.73,34.97
2135.999999999998,30-07-2019 04:01:43,43.45,2044.07,3.73,34.97
2136.999999999998,30-07-2019 04:01:44,43.45,2045.14,3.73,34.97
2137.9999999999977,30-07-2019 04:01:44,43.46,2046.11,3.73,34.97
2138.9999999999977,30-07-2019 04:01:45,43.49,2047.1,3.73,34.97
2139.9999999999977,30-07-2019 04:01:47,43.46,2048.07,3.72,34.97
2140.9999999999977,30-07-2019 04:01:48,43.46,2049.01,3.72,34.97
2141.9999999999977,30-07-2019 04:01:49,43.45,2050.1,3.72,34.97
2142.9999999999977,30-07-2019 04:01:50,43.49,2051.16,3.72,34.98
2143.9999999999977,30-07-2019 04:01:51,43.46,2052.1,3.72,34.97
2144.9999999999977,30-07-2019 04:01:52,43.46,2053.02,3.72,34.97
2145.9999999999977,30-07-2019 04:01:53,43.46,2054.01,3.71,34.97
2146.9999999999977,30-07-2019 04:01:54,43.45,2055.17,3.71,34.98
2147.9999999999973,30-07-2019 04:01:55,43.46,2056.09,3.71,34.97
2148.9999999999973,30-07-2019 04:01:56,43.46,2057.08,3.71,34.98
2149.9999999999973,30-07-2019 04:01:57,43.46,2058.13,3.71,34.97
2150.9999999999973,30-07-2019 04:01:58,43.47,2059.08,3.71,34.97
2151.9999999999973,30-07-2019 04:01:59,43.48,2060.08,3.71,34.97
2152.9999999999973,30-07-2019 04:02:00,43.48,2061.03,3.7,34.97
2153.999999999997,30-07-2019 04:02:01,43.48,2062.04,3.7,34.97
2154.999999999997,30-07-2019 04:02:02,43.48,2063.15,3.71,34.97
2155.999999999997,30-07-2019 04:02:03,43.49,2064.12,3.7,34.97
2156.9999999999964,30-07-2019 04:02:04,43.5,2065.09,3.7,34.98
2157.9999999999964,30-07-2019 04:02:05,43.5,2066.01,3.7,34.98
2158.9999999999964,30-07-2019 04:02:06,43.5,2067.03,3.7,34.97
2159.9999999999964,30-07-2019 04:02:07,43.49,2068.04,3.69,34.97
2160.9999999999964,30-07-2019 04:02:08,43.48,2069.08,3.69,34.97
2161.9999999999964,30-07-2019 04:02:09,43.49,2070.17,3.69,34.97
2162.9999999999964,30-07-2019 04:02:10,43.49,2071.07,3.69,34.97
2163.9999999999964,30-07-2019 04:02:11,43.49,2072.09,3.69,34.97
2164.999999999996,30-07-2019 04:02:12,43.5,2073.13,3.68,34.97
2165.9999999999955,30-07-2019 04:02:13,43.49,2074.08,3.68,34.98
2166.9999999999955,30-07-2019 04:02:14,43.49,2075.1,3.68,34.97
2167.999999999996,30-07-2019 04:02:14,43.49,2076.11,3.68,34.97
2168.999999999996,30-07-2019 04:02:15,43.49,2077.05,3.68,34.97
2169.999999999996,30-07-2019 04:02:17,43.49,2078.06,3.68,34.97
2170.9999999999955,30-07-2019 04:02:18,43.49,2079.03,3.68,34.97
2171.999999999995,30-07-2019 04:02:19,43.48,2080.02,3.68,34.98
2172.999999999995,30-07-2019 04:02:20,43.47,2081.06,3.68,34.97
2173.9999999999955,30-07-2019 04:02:21,43.46,2082.08,3.68,34.97
2174.9999999999955,30-07-2019 04:02:22,43.45,2083.11,3.68,34.97
2175.999999999996,30-07-2019 04:02:23,43.44,2084.15,3.68,34.97
2176.9999999999964,30-07-2019 04:02:23,43.44,2085.03,3.67,34.97
2177.999999999997,30-07-2019 04:02:24,43.46,2086.09,3.67,34.97
2178.9999999999973,30-07-2019 04:02:25,43.46,2087.03,3.67,34.97
2179.9999999999977,30-07-2019 04:02:26,43.45,2088.05,3.67,34.97
2180.9999999999977,30-07-2019 04:02:28,43.44,2089.06,3.67,34.97
2181.9999999999977,30-07-2019 04:02:29,43.43,2090.04,3.67,34.97
2182.9999999999977,30-07-2019 04:02:30,43.43,2091.02,3.67,34.97
2183.9999999999977,30-07-2019 04:02:31,43.43,2092.09,3.67,34.97
2184.9999999999973,30-07-2019 04:02:32,43.43,2093.05,3.67,34.97
2185.9999999999973,30-07-2019 04:02:33,43.42,2094.05,3.67,34.97
2186.9999999999973,30-07-2019 04:02:34,43.42,2095.23,3.67,34.97
2187.9999999999977,30-07-2019 04:02:34,43.43,2096.03,3.66,34.97
2188.9999999999977,30-07-2019 04:02:35,43.43,2097.04,3.66,34.97
2189.999999999998,30-07-2019 04:02:35,43.43,2098.09,3.66,34.97
2190.999999999998,30-07-2019 04:02:36,43.43,2099.11,3.66,34.97
2191.9999999999986,30-07-2019 04:02:38,43.43,2100.05,3.65,34.98
2192.9999999999986,30-07-2019 04:02:39,43.41,2101.02,3.65,34.97
2193.9999999999986,30-07-2019 04:02:40,43.41,2102.05,3.64,34.97
2194.9999999999986,30-07-2019 04:02:42,43.4,2103.05,3.64,34.97
2195.999999999999,30-07-2019 04:02:43,43.39,2104.09,3.64,34.97
2196.999999999999,30-07-2019 04:02:44,43.38,2105.02,3.64,34.97
2197.999999999999,30-07-2019 04:02:45,43.39,2106.16,3.64,34.97
2198.9999999999986,30-07-2019 04:02:45,43.38,2107.06,3.64,34.97
2199.999999999998,30-07-2019 04:02:46,43.39,2108.12,3.64,34.97
2200.9999999999977,30-07-2019 04:02:47,43.4,2109.05,3.64,34.97
2201.9999999999973,30-07-2019 04:02:48,43.4,2110.06,3.63,34.97
2202.999999999997,30-07-2019 04:02:49,43.39,2111.15,3.64,34.97
2203.999999999997,30-07-2019 04:02:50,43.39,2112.05,3.64,34.97
2204.999999999997,30-07-2019 04:02:50,43.37,2113.04,3.63,34.97
2205.9999999999973,30-07-2019 04:02:52,43.35,2114.07,3.63,34.97
2206.9999999999973,30-07-2019 04:02:53,43.34,2115.09,3.63,34.97
2207.9999999999973,30-07-2019 04:02:55,43.33,2116.05,3.63,34.97
2208.999999999997,30-07-2019 04:02:56,43.33,2117.02,3.63,34.97
2209.9999999999964,30-07-2019 04:02:57,43.32,2118.05,3.62,34.97
2210.9999999999964,30-07-2019 04:02:58,43.31,2119.22,3.62,34.97
2211.9999999999964,30-07-2019 04:02:59,43.28,2120.18,3.62,34.97
2212.999999999997,30-07-2019 04:02:59,43.32,2121.19,3.62,34.97
2213.999999999997,30-07-2019 04:03:00,43.32,2122.07,3.62,34.97
2214.9999999999973,30-07-2019 04:03:01,43.32,2123.03,3.62,34.97
2215.9999999999973,30-07-2019 04:03:02,43.32,2124.02,3.62,34.97
2216.9999999999977,30-07-2019 04:03:03,43.31,2125.02,3.62,34.97
2217.9999999999977,30-07-2019 04:03:04,43.3,2126.15,3.61,34.97
2218.9999999999977,30-07-2019 04:03:05,43.3,2127.02,3.61,34.97
2219.9999999999977,30-07-2019 04:03:06,43.3,2128.01,3.61,34.97
2220.9999999999977,30-07-2019 04:03:09,43.28,2129.07,3.61,34.97
2221.9999999999977,30-07-2019 04:03:10,43.26,2130.1,3.61,34.97
2222.9999999999977,30-07-2019 04:03:10,43.26,2131.01,3.6,34.97
2223.9999999999977,30-07-2019 04:03:11,43.24,2132.11,3.6,34.97
2224.9999999999977,30-07-2019 04:03:11,43.26,2133.15,3.6,34.97
2225.9999999999973,30-07-2019 04:03:12,43.25,2134.1,3.6,34.97
